age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target
30;technician;single;secondary;no;800;no;no;telephone;28;jan;60;2;-1;0;unknown;no
49;technician;married;secondary;no;425;yes;no;cellular;12;may;816;1;342;4;failure;no
33;technician;married;secondary;no;272;yes;no;cellular;18;jul;166;2;-1;0;unknown;no
35;management;married;tertiary;no;62;no;no;cellular;7;may;226;2;88;4;success;yes
27;technician;single;secondary;yes;0;no;yes;cellular;8;jul;732;1;-1;0;unknown;yes
54;technician;married;secondary;no;10185;no;no;cellular;10;aug;559;1;70;2;other;yes
30;management;married;tertiary;no;805;no;no;cellular;10;aug;134;3;194;1;failure;no
46;unemployed;divorced;secondary;no;3354;yes;no;cellular;19;nov;522;1;174;1;success;yes
37;technician;married;secondary;no;430;no;no;cellular;27;aug;154;4;-1;0;unknown;no
48;unemployed;married;primary;no;0;no;no;cellular;21;nov;213;2;-1;0;unknown;no
47;entrepreneur;divorced;tertiary;no;0;no;no;unknown;5;jun;124;1;-1;0;unknown;no
49;technician;divorced;tertiary;no;596;yes;no;telephone;15;sep;722;1;-1;0;unknown;yes
39;unemployed;single;secondary;no;804;no;no;cellular;21;dec;193;8;203;1;success;no
50;services;married;secondary;no;2362;yes;yes;cellular;23;jul;59;4;-1;0;unknown;no
44;management;married;tertiary;no;0;no;no;cellular;26;aug;130;4;-1;0;unknown;no
36;management;married;tertiary;no;0;yes;no;cellular;18;nov;103;1;175;2;failure;no
54;unknown;married;secondary;no;1241;no;no;unknown;16;jun;97;6;-1;0;unknown;no
38;technician;married;secondary;no;226;yes;no;unknown;30;may;762;3;-1;0;unknown;yes
35;admin.;single;secondary;no;57;yes;no;cellular;18;may;173;1;-1;0;unknown;no
30;management;single;secondary;no;2143;yes;yes;cellular;18;aug;514;10;-1;0;unknown;no
31;technician;married;secondary;no;180;no;no;cellular;17;mar;299;2;-1;0;unknown;yes
52;technician;married;unknown;no;9687;yes;no;cellular;19;nov;222;3;174;1;failure;no
31;unemployed;single;primary;no;163;no;no;cellular;30;jan;707;2;2;1;other;yes
37;entrepreneur;married;tertiary;no;2685;no;no;unknown;20;jun;187;2;-1;0;unknown;no
38;entrepreneur;married;secondary;no;-272;no;yes;unknown;17;jun;143;2;-1;0;unknown;no
55;self-employed;divorced;secondary;no;0;no;no;cellular;29;jul;94;2;-1;0;unknown;no
21;blue-collar;single;secondary;no;2265;no;no;cellular;17;feb;92;2;-1;0;unknown;yes
23;services;single;secondary;no;425;yes;no;unknown;3;jun;768;1;-1;0;unknown;yes
41;blue-collar;married;secondary;no;290;yes;no;unknown;5;may;240;2;-1;0;unknown;no
55;retired;married;primary;no;3334;no;no;cellular;14;aug;632;4;-1;0;unknown;yes
31;admin.;married;secondary;no;879;yes;no;cellular;13;may;394;1;-1;0;unknown;yes
32;technician;married;secondary;no;524;no;no;cellular;5;aug;493;1;-1;0;unknown;no
34;management;single;tertiary;no;2633;yes;no;cellular;21;nov;705;6;-1;0;unknown;yes
52;blue-collar;single;unknown;no;1785;no;no;cellular;3;feb;168;2;-1;0;unknown;no
44;services;divorced;secondary;no;496;yes;yes;unknown;29;may;54;15;-1;0;unknown;no
25;technician;single;secondary;no;7103;yes;no;cellular;28;may;188;3;10;1;failure;yes
32;management;single;tertiary;no;0;no;no;cellular;5;feb;550;4;-1;0;unknown;yes
35;management;married;tertiary;no;0;yes;no;cellular;11;feb;391;2;92;5;success;yes
70;retired;married;primary;no;324;no;no;cellular;11;aug;632;1;308;6;other;yes
41;blue-collar;married;secondary;no;2823;yes;no;unknown;14;may;858;1;-1;0;unknown;yes
37;blue-collar;married;primary;no;89;yes;no;unknown;2;jun;51;4;-1;0;unknown;no
38;technician;divorced;tertiary;no;1805;no;no;unknown;9;jun;952;2;-1;0;unknown;yes
47;management;single;tertiary;no;334;yes;no;cellular;28;jun;614;3;94;9;success;yes
39;services;married;secondary;no;1099;no;no;cellular;29;jan;211;2;245;6;failure;no
34;housemaid;married;secondary;no;0;yes;no;unknown;30;oct;154;1;-1;0;unknown;yes
28;self-employed;single;tertiary;no;0;yes;no;unknown;26;may;1560;2;-1;0;unknown;yes
37;services;married;secondary;no;50;yes;no;unknown;8;may;352;3;-1;0;unknown;no
41;technician;married;secondary;no;4711;yes;no;cellular;20;nov;401;2;-1;0;unknown;no
36;blue-collar;single;secondary;no;3111;yes;no;unknown;20;may;445;2;-1;0;unknown;no
66;retired;married;primary;no;206;no;no;cellular;9;feb;479;1;-1;0;unknown;yes
35;services;married;secondary;no;2918;no;yes;cellular;16;jul;815;2;407;3;success;yes
37;blue-collar;married;primary;no;-212;yes;no;cellular;15;may;189;3;352;1;other;no
36;technician;married;tertiary;no;341;no;no;cellular;13;aug;282;1;-1;0;unknown;yes
32;admin.;married;secondary;no;684;yes;no;cellular;14;may;607;3;-1;0;unknown;yes
42;admin.;divorced;secondary;no;2129;no;no;cellular;13;aug;633;1;182;2;other;yes
60;technician;married;secondary;no;0;no;no;cellular;25;may;641;4;-1;0;unknown;yes
28;services;single;secondary;no;0;no;no;cellular;2;feb;188;1;206;2;other;no
52;housemaid;divorced;primary;no;337;no;no;cellular;28;jan;130;1;-1;0;unknown;no
31;management;single;tertiary;no;12857;yes;no;telephone;4;may;483;4;87;2;success;yes
54;technician;married;secondary;no;3994;no;yes;cellular;20;oct;595;2;187;2;success;yes
45;technician;married;secondary;no;1118;yes;no;telephone;22;jul;27;1;-1;0;unknown;no
29;housemaid;single;tertiary;no;19;no;no;cellular;4;may;268;1;88;4;success;yes
29;admin.;married;secondary;no;-211;yes;no;cellular;18;may;58;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;6994;yes;no;telephone;8;apr;169;1;139;2;failure;no
24;blue-collar;single;secondary;yes;-203;yes;no;unknown;12;jun;465;3;-1;0;unknown;yes
51;unemployed;married;secondary;no;17418;yes;no;telephone;30;jan;237;2;-1;0;unknown;no
57;retired;married;primary;no;3518;yes;no;cellular;25;aug;626;3;-1;0;unknown;yes
31;technician;married;secondary;no;510;yes;no;unknown;21;may;117;3;-1;0;unknown;no
42;admin.;divorced;secondary;no;936;no;no;cellular;30;jan;931;1;-1;0;unknown;yes
33;technician;single;secondary;no;1429;yes;no;cellular;31;aug;268;8;-1;0;unknown;yes
35;management;single;tertiary;no;431;no;no;cellular;17;aug;343;2;397;1;failure;yes
72;retired;married;secondary;no;1129;no;no;cellular;25;nov;208;1;91;1;success;yes
47;blue-collar;married;secondary;no;1230;yes;no;telephone;12;nov;378;1;-1;0;unknown;yes
67;retired;married;primary;no;4416;no;no;cellular;29;sep;245;3;-1;0;unknown;yes
35;admin.;married;secondary;no;-203;yes;no;cellular;11;jul;1649;2;-1;0;unknown;yes
43;services;married;secondary;no;0;yes;no;unknown;27;may;129;1;-1;0;unknown;no
77;retired;married;secondary;no;1208;no;no;telephone;28;apr;72;4;-1;0;unknown;no
58;blue-collar;married;primary;no;5788;no;no;unknown;29;may;130;2;-1;0;unknown;no
25;technician;single;secondary;no;505;no;yes;cellular;17;nov;386;2;-1;0;unknown;yes
50;admin.;married;secondary;no;3608;yes;no;cellular;14;may;196;8;182;4;success;yes
60;retired;single;tertiary;no;7440;yes;no;unknown;15;may;92;3;-1;0;unknown;no
56;blue-collar;divorced;primary;no;12;no;no;cellular;8;jul;226;1;-1;0;unknown;no
33;admin.;single;tertiary;no;475;yes;no;cellular;7;may;1046;1;-1;0;unknown;yes
64;retired;married;secondary;no;4787;no;no;cellular;28;oct;501;1;-1;0;unknown;yes
52;unemployed;married;primary;no;959;no;no;telephone;30;jul;694;2;-1;0;unknown;yes
49;management;divorced;tertiary;no;914;no;no;cellular;4;aug;185;1;-1;0;unknown;yes
40;admin.;married;primary;no;189;yes;no;unknown;27;may;160;2;-1;0;unknown;no
61;retired;married;secondary;no;2801;yes;yes;cellular;10;mar;239;1;-1;0;unknown;yes
39;blue-collar;married;unknown;no;1181;yes;no;cellular;30;jul;650;2;-1;0;unknown;yes
50;management;married;tertiary;no;469;no;no;cellular;16;oct;170;1;183;1;success;yes
45;unknown;divorced;unknown;no;0;no;no;cellular;21;apr;278;3;-1;0;unknown;yes
72;retired;married;primary;no;2600;no;no;cellular;3;feb;443;2;82;3;success;yes
26;student;single;tertiary;no;39;no;no;cellular;26;may;396;3;-1;0;unknown;yes
38;technician;single;secondary;no;275;yes;no;cellular;28;jan;52;1;-1;0;unknown;no
36;technician;single;secondary;no;0;no;no;cellular;28;aug;8;13;-1;0;unknown;no
40;blue-collar;married;primary;no;1802;yes;no;cellular;17;apr;326;1;319;1;failure;no
39;admin.;divorced;secondary;no;728;yes;yes;cellular;18;oct;222;1;-1;0;unknown;yes
21;student;single;unknown;no;330;no;no;cellular;19;apr;232;3;364;2;failure;no
35;management;single;tertiary;no;3000;yes;no;cellular;15;may;162;3;-1;0;unknown;no
26;blue-collar;single;secondary;no;0;yes;no;cellular;28;jan;148;2;258;2;failure;no
33;technician;single;tertiary;no;3689;no;no;cellular;27;aug;445;3;-1;0;unknown;yes
53;blue-collar;married;primary;no;0;no;no;cellular;7;jul;114;1;-1;0;unknown;no
37;management;divorced;tertiary;no;488;yes;no;cellular;17;sep;328;1;854;2;failure;yes
39;management;married;tertiary;no;119;yes;no;cellular;1;sep;265;2;476;4;success;yes
49;admin.;married;secondary;no;284;yes;no;cellular;6;aug;131;3;-1;0;unknown;no
31;management;married;tertiary;no;792;no;no;cellular;20;aug;763;14;-1;0;unknown;yes
72;retired;married;secondary;no;1533;no;no;cellular;16;dec;546;2;-1;0;unknown;yes
59;technician;married;secondary;no;0;no;no;cellular;29;aug;62;2;-1;0;unknown;no
90;retired;divorced;secondary;no;1;no;no;cellular;13;feb;152;3;-1;0;unknown;yes
31;blue-collar;married;secondary;no;-112;no;yes;cellular;15;jul;128;1;-1;0;unknown;no
57;management;married;tertiary;no;113;no;no;cellular;3;feb;191;2;-1;0;unknown;no
40;services;married;primary;no;1082;yes;no;unknown;30;may;854;2;-1;0;unknown;yes
28;blue-collar;single;secondary;no;56;yes;no;unknown;23;may;66;1;-1;0;unknown;no
37;blue-collar;married;primary;no;4997;no;no;unknown;9;jun;172;2;-1;0;unknown;no
36;entrepreneur;married;secondary;yes;1;yes;no;cellular;21;nov;203;1;-1;0;unknown;no
29;management;single;tertiary;no;224;yes;no;cellular;24;apr;65;2;81;3;failure;yes
30;self-employed;married;tertiary;no;543;yes;yes;unknown;4;jun;1449;6;-1;0;unknown;yes
60;technician;married;secondary;no;316;no;no;cellular;4;may;545;2;263;4;failure;yes
79;retired;married;primary;no;429;no;no;telephone;8;jul;1006;2;-1;0;unknown;yes
47;admin.;married;secondary;no;3676;no;no;cellular;18;oct;567;1;95;3;success;yes
60;technician;divorced;tertiary;no;-317;yes;no;unknown;27;may;498;1;-1;0;unknown;no
44;blue-collar;single;primary;no;1593;yes;no;unknown;29;may;828;3;-1;0;unknown;yes
58;retired;married;primary;no;90;yes;no;unknown;27;may;144;1;-1;0;unknown;no
53;admin.;married;secondary;no;1661;yes;yes;cellular;17;nov;85;1;-1;0;unknown;no
32;blue-collar;married;primary;no;0;yes;no;cellular;20;apr;295;3;335;1;other;no
43;blue-collar;married;secondary;no;1109;yes;no;unknown;14;may;160;2;-1;0;unknown;no
33;management;single;secondary;no;15;no;no;cellular;22;aug;199;1;-1;0;unknown;no
57;retired;married;secondary;no;63;no;no;cellular;27;aug;91;2;-1;0;unknown;no
35;technician;married;secondary;no;1368;no;no;cellular;27;may;329;1;41;2;other;yes
39;management;married;secondary;no;1072;yes;no;unknown;27;may;1168;2;-1;0;unknown;no
60;management;married;primary;no;130;no;no;cellular;28;jan;374;2;-1;0;unknown;no
34;housemaid;married;tertiary;no;0;no;no;cellular;26;may;141;1;188;1;failure;no
48;management;married;tertiary;no;0;yes;no;unknown;6;jun;300;5;-1;0;unknown;no
29;admin.;married;tertiary;no;238;no;no;cellular;11;aug;97;1;78;3;success;no
46;self-employed;divorced;tertiary;no;926;yes;no;cellular;1;apr;463;1;133;3;failure;no
45;technician;married;tertiary;no;265;no;no;cellular;28;aug;14;3;-1;0;unknown;no
28;management;single;tertiary;no;223;yes;no;cellular;1;jun;303;1;278;3;success;yes
30;management;divorced;tertiary;no;415;yes;yes;cellular;6;may;984;1;343;4;failure;yes
55;admin.;married;secondary;no;1662;no;no;cellular;4;jun;94;2;-1;0;unknown;yes
39;technician;single;tertiary;no;393;no;no;cellular;26;mar;281;1;-1;0;unknown;yes
31;technician;married;secondary;no;2363;yes;no;unknown;13;may;247;1;-1;0;unknown;no
58;blue-collar;married;primary;no;5188;yes;no;cellular;25;aug;606;6;-1;0;unknown;yes
42;technician;married;secondary;no;8899;yes;no;cellular;20;nov;75;2;-1;0;unknown;no
44;blue-collar;married;unknown;no;146;yes;no;unknown;15;may;483;1;-1;0;unknown;yes
57;retired;married;tertiary;no;1269;no;no;cellular;31;aug;1120;1;-1;0;unknown;yes
39;blue-collar;married;primary;no;2303;yes;no;unknown;17;jun;775;3;-1;0;unknown;yes
47;management;single;tertiary;no;86;no;no;cellular;5;aug;253;1;97;4;success;yes
54;technician;married;secondary;no;0;no;no;telephone;5;feb;744;3;-1;0;unknown;yes
59;management;married;tertiary;no;3342;no;no;cellular;18;mar;467;2;188;6;other;yes
25;technician;single;secondary;no;139;no;yes;cellular;12;oct;138;1;-1;0;unknown;yes
42;management;married;secondary;no;372;yes;no;telephone;31;jul;130;8;-1;0;unknown;no
36;services;married;secondary;no;11462;yes;no;cellular;20;nov;993;1;-1;0;unknown;yes
54;blue-collar;divorced;primary;no;4401;no;no;telephone;13;may;414;1;183;2;success;yes
30;blue-collar;married;primary;no;554;yes;no;unknown;27;may;89;5;-1;0;unknown;no
57;admin.;single;secondary;no;2223;no;no;cellular;12;aug;1064;1;-1;0;unknown;yes
43;blue-collar;married;primary;no;3064;yes;no;cellular;20;nov;2453;2;-1;0;unknown;yes
31;services;married;secondary;no;272;yes;no;unknown;13;may;133;12;-1;0;unknown;no
41;blue-collar;divorced;secondary;no;3622;no;no;unknown;19;jun;1135;4;-1;0;unknown;yes
30;admin.;single;secondary;no;523;no;yes;cellular;3;mar;83;1;-1;0;unknown;yes
69;retired;married;primary;no;579;no;no;cellular;14;aug;230;1;-1;0;unknown;no
30;management;single;tertiary;no;1456;yes;no;cellular;20;nov;227;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;7863;yes;no;cellular;14;may;1129;1;-1;0;unknown;yes
57;technician;married;secondary;no;0;yes;yes;unknown;30;may;200;2;-1;0;unknown;no
29;student;single;tertiary;no;3054;no;no;cellular;2;nov;204;1;186;7;success;no
58;blue-collar;married;primary;no;309;no;no;cellular;19;aug;156;2;-1;0;unknown;no
37;technician;single;tertiary;no;3943;no;no;cellular;6;apr;1138;2;138;1;failure;yes
25;unemployed;single;primary;no;129;no;no;cellular;12;apr;176;3;-1;0;unknown;yes
31;blue-collar;married;primary;no;33;yes;no;cellular;24;jul;901;2;-1;0;unknown;yes
39;blue-collar;single;primary;no;446;yes;no;unknown;12;may;183;1;-1;0;unknown;no
52;management;married;tertiary;no;193;no;no;cellular;30;apr;381;1;269;1;failure;yes
32;technician;married;secondary;no;1011;no;no;cellular;28;aug;56;10;-1;0;unknown;no
56;management;married;tertiary;no;2333;no;no;cellular;4;may;244;1;-1;0;unknown;yes
43;management;married;tertiary;no;46;no;no;cellular;27;aug;63;8;-1;0;unknown;no
30;management;single;tertiary;no;528;yes;no;unknown;8;may;145;4;-1;0;unknown;no
32;admin.;married;secondary;no;187;no;yes;unknown;27;jun;381;3;-1;0;unknown;no
46;management;divorced;secondary;no;0;no;no;cellular;27;aug;763;5;-1;0;unknown;yes
40;technician;married;secondary;no;500;yes;no;cellular;17;jul;175;3;-1;0;unknown;no
35;technician;married;secondary;no;518;yes;no;cellular;30;apr;616;1;-1;0;unknown;yes
29;management;single;tertiary;no;307;yes;no;cellular;2;jun;690;1;-1;0;unknown;yes
85;retired;divorced;primary;no;7613;no;no;cellular;18;feb;355;3;-1;0;unknown;yes
26;services;married;secondary;no;54;yes;no;unknown;13;may;116;1;-1;0;unknown;no
57;management;married;tertiary;no;2845;yes;no;telephone;19;apr;1143;5;-1;0;unknown;yes
46;technician;divorced;secondary;yes;-1361;yes;yes;cellular;18;nov;78;1;-1;0;unknown;no
62;technician;married;secondary;no;135;yes;no;telephone;16;nov;446;13;96;1;other;no
48;services;divorced;unknown;no;973;no;no;cellular;8;oct;319;1;134;2;success;yes
57;unemployed;married;primary;no;3367;no;no;telephone;21;nov;126;1;-1;0;unknown;no
46;management;married;tertiary;no;273;yes;no;cellular;18;mar;910;2;184;4;success;yes
55;blue-collar;divorced;primary;no;8180;no;no;cellular;14;may;854;2;360;1;failure;yes
56;blue-collar;married;primary;no;8163;no;no;cellular;14;aug;1231;4;-1;0;unknown;yes
51;management;married;tertiary;no;4917;no;no;cellular;23;apr;113;1;-1;0;unknown;yes
22;blue-collar;single;secondary;no;682;no;no;cellular;5;jun;126;2;91;1;success;yes
33;management;single;tertiary;no;4176;no;no;cellular;26;mar;288;3;-1;0;unknown;yes
34;services;married;secondary;no;1076;no;no;cellular;12;may;152;1;182;6;success;yes
29;self-employed;married;tertiary;no;242;yes;no;cellular;18;jul;73;4;-1;0;unknown;no
33;technician;married;tertiary;no;148;no;no;cellular;27;aug;15;20;-1;0;unknown;no
41;technician;married;tertiary;no;1517;no;no;cellular;8;aug;193;3;-1;0;unknown;yes
53;retired;divorced;tertiary;no;-309;yes;no;cellular;21;aug;343;2;428;2;success;yes
48;unemployed;single;tertiary;no;3229;no;no;unknown;16;jun;1089;1;-1;0;unknown;yes
71;retired;married;secondary;no;2850;no;no;cellular;17;feb;185;1;-1;0;unknown;yes
53;management;married;tertiary;no;1624;no;no;cellular;11;nov;166;3;97;7;success;yes
34;technician;married;secondary;no;1035;no;no;cellular;25;aug;1374;10;-1;0;unknown;yes
38;blue-collar;single;unknown;no;1146;yes;no;unknown;16;may;84;1;-1;0;unknown;no
45;technician;married;secondary;no;3007;no;no;unknown;11;jun;442;1;-1;0;unknown;no
41;technician;single;unknown;no;5372;yes;no;cellular;13;jan;248;3;-1;0;unknown;yes
29;housemaid;single;secondary;no;718;yes;no;unknown;8;may;91;3;-1;0;unknown;no
35;management;divorced;tertiary;no;1723;yes;no;cellular;25;jul;862;1;-1;0;unknown;yes
36;blue-collar;married;primary;no;403;yes;no;unknown;4;jun;920;1;-1;0;unknown;yes
46;admin.;divorced;secondary;no;2232;no;no;cellular;13;feb;121;1;-1;0;unknown;yes
45;blue-collar;married;secondary;no;7895;yes;no;cellular;4;feb;872;1;-1;0;unknown;yes
29;management;single;tertiary;no;2344;yes;no;cellular;9;mar;265;2;-1;0;unknown;no
31;self-employed;single;tertiary;no;144;yes;no;unknown;16;may;676;1;-1;0;unknown;yes
52;admin.;married;secondary;no;423;yes;yes;cellular;20;oct;139;2;96;7;failure;no
59;retired;married;primary;no;2074;no;no;cellular;21;dec;467;1;186;2;success;yes
34;blue-collar;married;secondary;no;457;yes;no;unknown;9;may;266;1;-1;0;unknown;no
45;unemployed;divorced;secondary;no;3354;yes;no;unknown;29;may;746;1;-1;0;unknown;yes
55;retired;married;secondary;no;0;no;no;cellular;29;jan;636;1;-1;0;unknown;no
42;management;married;tertiary;no;27696;no;no;cellular;12;may;176;2;89;5;success;yes
37;admin.;single;secondary;no;1097;yes;no;cellular;21;nov;1555;2;-1;0;unknown;yes
53;services;divorced;secondary;no;765;yes;no;cellular;14;may;959;3;174;7;other;yes
32;blue-collar;married;secondary;no;180;yes;no;cellular;14;apr;179;1;334;1;other;no
52;self-employed;married;secondary;no;213;yes;no;cellular;14;may;164;2;-1;0;unknown;no
57;retired;divorced;primary;no;720;no;no;telephone;17;feb;202;4;-1;0;unknown;yes
40;admin.;divorced;secondary;no;4;yes;no;cellular;9;jul;189;1;-1;0;unknown;no
38;management;married;tertiary;no;178;no;no;cellular;6;aug;170;3;-1;0;unknown;no
39;blue-collar;married;primary;no;12848;yes;no;unknown;5;jun;337;2;-1;0;unknown;no
37;management;divorced;tertiary;no;-42;yes;no;cellular;14;may;668;2;-1;0;unknown;yes
29;admin.;single;secondary;no;1277;no;no;cellular;20;jul;165;2;481;1;success;yes
44;services;divorced;secondary;no;51;yes;yes;unknown;27;may;3094;2;-1;0;unknown;yes
28;services;married;secondary;no;510;yes;yes;cellular;8;jul;1767;2;-1;0;unknown;yes
41;blue-collar;married;secondary;no;1020;yes;no;unknown;29;may;276;1;-1;0;unknown;no
63;entrepreneur;married;secondary;no;3904;no;no;telephone;8;nov;360;1;96;4;success;yes
30;technician;single;secondary;no;790;no;no;cellular;20;aug;696;3;-1;0;unknown;no
32;management;single;tertiary;no;3283;no;no;cellular;12;aug;623;2;191;2;success;yes
29;management;single;tertiary;no;144;yes;no;unknown;2;jun;105;3;-1;0;unknown;no
37;management;married;tertiary;no;1113;no;no;cellular;1;sep;265;2;183;2;success;yes
47;management;married;tertiary;no;3663;no;no;cellular;30;mar;364;3;-1;0;unknown;yes
65;management;married;tertiary;no;1097;no;no;cellular;12;jan;131;1;196;1;other;no
45;entrepreneur;divorced;secondary;no;1187;no;yes;cellular;20;nov;157;1;-1;0;unknown;no
46;entrepreneur;married;tertiary;no;1920;no;no;cellular;22;aug;604;6;-1;0;unknown;yes
39;management;single;tertiary;no;307;no;no;cellular;22;may;182;2;-1;0;unknown;yes
43;blue-collar;married;primary;no;575;no;no;cellular;2;feb;237;1;-1;0;unknown;no
52;management;married;tertiary;no;732;no;no;telephone;4;feb;48;1;-1;0;unknown;no
39;unemployed;married;tertiary;no;201;no;no;cellular;3;jun;699;1;119;1;failure;yes
30;management;married;tertiary;no;419;yes;no;cellular;4;jun;194;1;-1;0;unknown;yes
41;management;married;tertiary;no;0;yes;no;unknown;13;may;161;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;360;yes;no;telephone;19;nov;46;1;182;2;failure;no
41;blue-collar;married;primary;no;246;no;no;unknown;19;jun;683;3;-1;0;unknown;yes
43;technician;single;secondary;yes;685;yes;no;cellular;31;jul;94;2;-1;0;unknown;no
60;retired;married;primary;no;17413;no;no;unknown;9;jun;200;1;-1;0;unknown;no
45;blue-collar;divorced;primary;no;1805;no;no;cellular;7;jul;758;1;-1;0;unknown;no
33;technician;divorced;secondary;yes;10;yes;yes;cellular;18;nov;167;5;-1;0;unknown;no
31;management;married;tertiary;no;1331;no;no;unknown;5;nov;268;1;-1;0;unknown;yes
38;blue-collar;married;primary;no;689;yes;no;cellular;6;may;585;2;296;2;failure;no
31;management;single;tertiary;no;533;no;no;cellular;11;feb;144;1;91;9;success;yes
36;admin.;single;secondary;no;5871;no;no;cellular;19;aug;321;2;-1;0;unknown;no
42;blue-collar;divorced;secondary;no;198;no;no;cellular;15;may;133;1;-1;0;unknown;no
42;management;single;tertiary;no;7560;no;no;cellular;28;jan;132;1;-1;0;unknown;yes
32;blue-collar;divorced;secondary;no;107;yes;yes;cellular;10;jul;120;1;-1;0;unknown;no
29;management;married;secondary;no;231;no;no;cellular;30;apr;80;1;-1;0;unknown;no
27;technician;married;secondary;no;241;no;yes;unknown;26;feb;889;1;-1;0;unknown;no
27;admin.;single;secondary;no;276;yes;no;unknown;19;may;311;2;-1;0;unknown;no
64;management;married;unknown;no;2352;no;no;cellular;3;nov;181;4;183;7;success;yes
34;management;married;tertiary;no;11;yes;no;cellular;18;nov;123;1;124;1;failure;no
41;admin.;married;secondary;no;683;no;yes;cellular;20;nov;77;1;-1;0;unknown;no
56;housemaid;married;primary;no;605;no;no;cellular;19;aug;207;6;-1;0;unknown;no
57;admin.;married;secondary;no;169;no;no;cellular;3;feb;369;1;-1;0;unknown;yes
56;blue-collar;divorced;primary;no;-9;yes;yes;cellular;8;may;728;1;-1;0;unknown;yes
48;technician;married;secondary;no;-205;yes;yes;cellular;9;jul;112;1;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;0;yes;no;telephone;20;apr;162;1;181;5;success;yes
36;admin.;married;tertiary;no;29;no;no;cellular;12;aug;576;1;-1;0;unknown;yes
32;services;married;secondary;no;38;yes;no;cellular;15;may;744;1;-1;0;unknown;yes
42;housemaid;married;primary;no;4279;yes;no;cellular;5;feb;97;1;198;1;failure;no
37;unemployed;single;secondary;no;381;yes;no;unknown;8;may;985;2;-1;0;unknown;yes
63;retired;married;secondary;no;1612;no;no;telephone;17;feb;233;2;-1;0;unknown;yes
48;management;married;secondary;no;-1157;no;yes;cellular;17;nov;125;2;-1;0;unknown;no
33;services;single;tertiary;no;-452;no;no;cellular;29;jan;692;2;-1;0;unknown;yes
32;services;married;secondary;no;252;yes;yes;cellular;25;jul;148;4;-1;0;unknown;no
32;technician;single;tertiary;no;5204;no;no;cellular;8;aug;31;2;-1;0;unknown;no
36;blue-collar;divorced;secondary;no;64;no;no;cellular;8;jun;143;2;-1;0;unknown;no
44;services;married;secondary;no;5780;yes;no;cellular;1;apr;525;2;-1;0;unknown;no
57;management;married;primary;no;595;no;no;unknown;9;jun;188;2;-1;0;unknown;no
44;management;married;tertiary;no;-68;no;yes;cellular;25;aug;121;4;-1;0;unknown;no
37;management;divorced;tertiary;no;1775;no;no;cellular;15;jul;514;5;-1;0;unknown;yes
57;technician;divorced;secondary;no;470;no;no;cellular;5;aug;480;3;-1;0;unknown;yes
63;retired;married;secondary;no;2896;no;no;cellular;4;mar;180;2;-1;0;unknown;yes
21;student;single;secondary;no;2488;no;no;cellular;12;oct;180;1;-1;0;unknown;yes
36;management;single;tertiary;no;811;no;no;cellular;6;mar;229;1;-1;0;unknown;yes
79;retired;divorced;primary;no;79;no;no;cellular;9;oct;1106;2;-1;0;unknown;yes
53;admin.;single;secondary;no;2398;yes;no;cellular;2;aug;317;1;180;2;failure;yes
61;self-employed;divorced;tertiary;no;6610;no;no;cellular;24;feb;481;2;-1;0;unknown;yes
57;housemaid;divorced;unknown;no;11632;no;no;telephone;30;apr;71;2;-1;0;unknown;no
40;self-employed;married;secondary;no;0;no;no;cellular;22;aug;55;6;-1;0;unknown;no
56;technician;married;tertiary;no;1181;no;no;cellular;28;jan;186;1;433;1;failure;yes
40;technician;single;secondary;no;2244;no;yes;cellular;20;aug;58;2;-1;0;unknown;no
34;services;divorced;secondary;no;991;yes;no;cellular;6;may;89;1;344;1;failure;no
46;management;married;tertiary;no;625;yes;no;unknown;6;jun;127;1;-1;0;unknown;no
35;technician;single;secondary;no;1227;no;no;cellular;30;jul;1005;5;134;10;success;yes
37;management;married;tertiary;no;2283;no;no;cellular;6;may;243;2;98;2;failure;yes
31;entrepreneur;single;secondary;no;0;no;no;telephone;13;nov;160;1;-1;0;unknown;yes
80;housemaid;married;secondary;no;499;no;no;telephone;13;apr;224;2;393;4;failure;no
29;management;single;tertiary;no;697;no;no;cellular;30;apr;365;1;85;1;success;yes
33;blue-collar;married;secondary;no;139;yes;yes;cellular;18;may;732;2;291;5;failure;yes
34;unemployed;married;secondary;no;978;no;no;cellular;24;mar;132;1;-1;0;unknown;yes
44;entrepreneur;married;tertiary;no;31;no;no;unknown;9;jun;467;1;-1;0;unknown;no
34;technician;single;secondary;no;2729;yes;no;cellular;18;nov;835;1;-1;0;unknown;yes
46;admin.;married;secondary;no;0;yes;no;cellular;5;mar;135;1;-1;0;unknown;no
52;admin.;married;tertiary;no;17;no;no;cellular;21;aug;97;4;-1;0;unknown;no
39;blue-collar;married;primary;no;1046;no;no;unknown;19;jun;112;4;-1;0;unknown;no
36;management;married;tertiary;no;481;yes;no;cellular;13;may;215;1;175;3;failure;no
31;unemployed;divorced;primary;no;0;yes;no;unknown;30;may;745;12;-1;0;unknown;yes
30;technician;single;secondary;no;3144;no;no;cellular;19;may;212;2;-1;0;unknown;yes
